date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:21	79908/79908	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/marriage.jpg	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/marriage.jpg	(from https://notaireBIENVENU.be/)
19:05:22	4423/4423	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/marriage%20(1).png	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/marriage%20(1).png	(from https://notaireBIENVENU.be/)
19:05:22	110310/110310	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/divorce.jpg	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/divorce.jpg	(from https://notaireBIENVENU.be/)
19:05:22	3125/3125	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/divorce%20(1).png	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/divorce%20(1).png	(from https://notaireBIENVENU.be/)
19:05:22	72076/72076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/donations.jpg	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/donations.jpg	(from https://notaireBIENVENU.be/)
19:05:23	3561/3561	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/donations%20(1).png	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/donations%20(1).png	(from https://notaireBIENVENU.be/)
19:05:23	184133/184133	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/buildings.jpg	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/buildings.jpg	(from https://notaireBIENVENU.be/)
19:05:24	4086/4086	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2015:09:12%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/immobilier%20(2).png	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/immobilier%20(2).png	(from https://notaireBIENVENU.be/)
19:05:26	38187/38187	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2015:47:28%20GMT	https://picsbank.cdn-mdnn.net/team/u_18258/Ad%c3%a9la%c3%afde-LEFEVRE-gyxP21IgM8OtdltT.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/team/u_18258/Ad%c3%a9la%c3%afde-LEFEVRE-gyxP21IgM8OtdltT.jpg	(from https://notaireBIENVENU.be/)
19:05:27	657121/657121	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20May%202026%2010:03:45%20GMT	https://picsbank.cdn-mdnn.net/team/u_18258/Julie-DEWEZ-ZHszNMliutKDi4Qu.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/team/u_18258/Julie-DEWEZ-ZHszNMliutKDi4Qu.jpg	(from https://notaireBIENVENU.be/)
19:05:36	1863321/1863321	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20May%202026%2007:59:52%20GMT	https://picsbank.cdn-mdnn.net/team/u_18258/Fr%c3%a9d%c3%a9ric-BIENVENU-KGELOW8bmAV40aAU.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/team/u_18258/Fr%c3%a9d%c3%a9ric-BIENVENU-KGELOW8bmAV40aAU.jpg	(from https://notaireBIENVENU.be/)
19:05:37	1101083/1101083	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20May%202026%2007:52:24%20GMT	https://picsbank.cdn-mdnn.net/team/u_18258/Charlotte-FOULON-RHs06JRBCmiUIKci.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/team/u_18258/Charlotte-FOULON-RHs06JRBCmiUIKci.jpg	(from https://notaireBIENVENU.be/)
19:05:49	219872/219872	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202026%2001:26:53%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_183877/10_2772300__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_183877/10_2772300__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:50	24953/24953	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:53%20GMT	https://notaireBIENVENU.be/biens-immobiliers/appartement/a-vendre/gembloux/183715	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/appartement/a-vendre/gembloux/183715.html	(from https://notaireBIENVENU.be/)
19:05:50	185538/185538	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202026%2001:26:27%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_183715/10_2768437__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_183715/10_2768437__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:50	27180/27180	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:54%20GMT	https://notaireBIENVENU.be/biens-immobiliers/store/a-vendre/keumiee/183717	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/store/a-vendre/keumiee/183717.html	(from https://notaireBIENVENU.be/)
19:05:50	198608/198608	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202026%2001:26:22%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_183717/10_2768711__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_183717/10_2768711__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:51	27558/27558	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:55%20GMT	https://notaireBIENVENU.be/biens-immobiliers/terrain/a-vendre/marche-les-dames/183541	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/terrain/a-vendre/marche-les-dames/183541.html	(from https://notaireBIENVENU.be/)
19:05:51	238570/238570	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202026%2001:26:08%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_183541/10_2764843__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_183541/10_2764843__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:52	27020/27020	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:55%20GMT	https://notaireBIENVENU.be/biens-immobiliers/terrain/a-vendre/gelbressee/182685	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/terrain/a-vendre/gelbressee/182685.html	(from https://notaireBIENVENU.be/)
19:05:52	238570/238570	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Apr%202026%2001:25:49%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_182685/10_2746022__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_182685/10_2746022__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:52	28030/28030	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:56%20GMT	https://notaireBIENVENU.be/biens-immobiliers/maison/a-vendre/floreffe/182676	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/maison/a-vendre/floreffe/182676.html	(from https://notaireBIENVENU.be/)
19:05:53	240221/240221	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Apr%202026%2001:25:44%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_182676/10_2745891__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_182676/10_2745891__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:53	22471/22471	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:57%20GMT	https://notaireBIENVENU.be/biens-immobiliers/maison/a-vendre/lathuy/180917	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/biens-immobiliers/maison/a-vendre/lathuy/180917.html	(from https://notaireBIENVENU.be/)
19:05:53	191791/191791	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Apr%202026%2015:47:55%20GMT	https://picsbank.cdn-mdnn.net/real-estate/u_18258/n_180917/10_2710446__LARGE.jpg	C:/Mes%20Sites%20Web/notaire/picsbank.cdn-mdnn.net/real-estate/u_18258/n_180917/10_2710446__LARGE.jpg	(from https://notaireBIENVENU.be/)
19:05:53	147477/147477	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20May%202026%2008:13:02%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/FRAIS-D-ACTE.jpg	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/FRAIS-D-ACTE.jpg	(from https://notaireBIENVENU.be/)
19:05:54	30411/30411	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2019:05:57%20GMT	https://notaireBIENVENU.be/privacy	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/privacy.html	(from https://notaireBIENVENU.be/)
19:05:54	78130/78130	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2007%20Nov%202022%2012:20:26%20GMT	https://notaireBIENVENU.be/js/bootstrap.bundle.min.js	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/js/bootstrap.bundle.min.js	(from https://notaireBIENVENU.be/)
19:05:55	86927/86927	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2020%20Aug%202022%2015:07:40%20GMT	https://notaireBIENVENU.be/js/jquery-3.3.1.min.js	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/js/jquery-3.3.1.min.js	(from https://notaireBIENVENU.be/)
19:05:55	57654/57654	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Aug%202022%2008:36:20%20GMT	https://notaireBIENVENU.be/js/flickity.pkgd.min.js	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/js/flickity.pkgd.min.js	(from https://notaireBIENVENU.be/)
19:05:56	89992/89992	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ad9e9ac-15f88%22	https://owlcarousel2.github.io/OwlCarousel2/assets/owlcarousel/owl.carousel.js	C:/Mes%20Sites%20Web/notaire/owlcarousel2.github.io/OwlCarousel2/assets/owlcarousel/owl.carousel.js	(from https://notaireBIENVENU.be/)
19:05:56	1147/1147	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2016%20Dec%202022%2013:03:36%20GMT	https://notaireBIENVENU.be/js/index.js?v1.0.2	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/js/index6016.js	(from https://notaireBIENVENU.be/)
19:05:58	47150/47150	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b82e-19d9ab7b158%22	https://call.chatra.io/chatra.js	C:/Mes%20Sites%20Web/notaire/call.chatra.io/chatra.js	(from https://notaireBIENVENU.be/)
19:05:58	11078/11078	---M--	200	added ('OK')	text/javascript	date:Mon,%2030%20Jun%202025%2008:14:10%20GMT	https://consent.rico20.com/cookieconsent.min.js	C:/Mes%20Sites%20Web/notaire/consent.rico20.com/cookieconsent.min.js	(from https://notaireBIENVENU.be/)
19:05:59	163874/163874	---M-Z	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2012:20:20%20GMT	https://notaireBIENVENU.be/css/bootstrap.min.css	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/css/bootstrap.min.css	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:00	1797/1797	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Aug%202022%2008:36:16%20GMT	https://notaireBIENVENU.be/css/plugins/flickity.min.css	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/css/plugins/flickity.min.css	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:01	508/508	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Sep%202022%2012:27:01%20GMT	https://notaireBIENVENU.be/img/line.svg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/line.svg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:01	235520/235520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2016:48:47%20GMT	https://notaireBIENVENU.be/img/main-bg.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/main-bg.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:01	56134/56134	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2008:10:12%20GMT	https://notaireBIENVENU.be/img/services/meeting.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services/meeting.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:02	184133/184133	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2008:09:48%20GMT	https://notaireBIENVENU.be/img/services/buildings.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services/buildings.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:03	86636/86636	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2008:10:31%20GMT	https://notaireBIENVENU.be/img/services/business.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services/business.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:03	72076/72076	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2008:09:38%20GMT	https://notaireBIENVENU.be/img/services/donations.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services/donations.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:25	110310/110310	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2008:08:17%20GMT	https://notaireBIENVENU.be/img/services/divorce.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services/divorce.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:49	546143/546143	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Sep%202022%2014:06:46%20GMT	https://notaireBIENVENU.be/img/offers-bg.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/offers-bg.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:49	332609/332609	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202022%2009:17:30%20GMT	https://notaireBIENVENU.be/img/team-bg.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/team-bg.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:51	1899/1899	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Nov%202019%2017:55:25%20GMT	https://notaireBIENVENU.be/img/peb-a.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-a.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:51	294247/294247	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202022%2009:25:40%20GMT	https://notaireBIENVENU.be/img/services-bg.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/services-bg.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:06:52	304356/304356	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Sep%202022%2018:15:41%20GMT	https://notaireBIENVENU.be/img/blog-bg.jpg	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/blog-bg.jpg	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:12	1909/1909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Aug%202022%2010:17:20%20GMT	https://notaireBIENVENU.be/img/peb-c.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-c.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:12	1895/1895	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Nov%202019%2017:55:25%20GMT	https://notaireBIENVENU.be/img/peb-d.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-d.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:13	1845/1845	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Nov%202019%2017:55:25%20GMT	https://notaireBIENVENU.be/img/peb-e.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-e.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:13	1856/1856	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Aug%202022%2010:17:20%20GMT	https://notaireBIENVENU.be/img/peb-f.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-f.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:14	1926/1926	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Aug%202022%2010:17:20%20GMT	https://notaireBIENVENU.be/img/peb-g.png	C:/Mes%20Sites%20Web/notaire/notaireBIENVENU.be/img/peb-g.png	(from https://notaireBIENVENU.be/css/style.css?v=1.0.10)
19:07:15	4976/4976	---M--	200	added ('OK')	image/png	etag:%225ad9e9ac-1370%22	https://owlcarousel2.github.io/OwlCarousel2/assets/owlcarousel/assets/owl.video.play.png	C:/Mes%20Sites%20Web/notaire/owlcarousel2.github.io/OwlCarousel2/assets/owlcarousel/assets/owl.video.play.png	(from https://owlcarousel2.github.io/OwlCarousel2/assets/owlcarousel/assets/owl.carousel.min.css)
19:07:16	12795/12795	---M-Z	200	added ('OK')	text/css	etag:W/%2231fb-G+m3m+AqHPxdlsSl4P649HK6vZU%22	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.css	C:/Mes%20Sites%20Web/notaire/cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.css	(from https://notaireBIENVENU.be/biens-immobiliers)
19:07:16	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210a9d-YYFBLnOWZpbQjh5bEkOlctDyK6Y%22	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	C:/Mes%20Sites%20Web/notaire/cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	(from https://notaireBIENVENU.be/biens-immobiliers)
19:07:23	1713585/1713585	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2015:57:34%20GMT	https://media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/immo-1.png	C:/Mes%20Sites%20Web/notaire/media.cdn-mdnn.net/OXQvbVo5RXVSVWl2dDh3ZS9Idm9NQT09/images/immo-1.png	(from https://notaireBIENVENU.be/biens-immobiliers)
